AshleyBlank,0
AngelaKMoses,0
1TCTeach,2
IAmJeffX,0
existentialIND,2
benjatos,1
vmcmurray,0
garyrubinstein,2
mr_dsantos,3
kimberly_hawks,0
davetg,1
Sumlendia,0
ajwbarnard,0
CBethM,1
japaspanglish,3
rrrahonda,0
Ms_Aija,0
MrsStevensonSS,1
dprindle,4
MontserratVPEDA,3
mskellykirk,0
mariecorfield,3
TresTyvand,0
jmtrht0625,0
redscienceteach,1
NYCMIRI,0
adoptdogs1,1
mrsomm73,0
TheJLV,3
Mrs_Rayner,0
Mikeamatician,0
tfarley1969,3
Cheryl_Smith1,3
JustinAion,4
lyssareads,4
MPerrigin,0
DrMattParker,1
patsfan_in_pgh,0
CZablocki,1
hloney,1
barrykid1,4
clearypm,1
NormScott1,2
cjresnick,1
MaryBarela1,0
JenniferAC18,0
Mrs_Talamantes,1
ammused,0
MrDeGregorio,1
chrislehmann,1
kellygrade6,3
blondie4spurs,1
spinkid000,0
sms1016,0
misscoconutgirl,0
kikhayskycon,0
Perapiteticus,4
didikins4life,2
MindyRosier,3
frankisibberson,1
Weedabest,0
DocbobLA,0
MrPABruno,3
KnutzenSE,0
StevenSinger3,3
LauraMullane1,0
Belena_B,1
barryLane,1
iammrsmathieson,0
mRsLiSsMoE,1
Love2TeachAll,0
lisaredddd,2
MsFairkid,0
lanecindy1234,2
billrichrd,1
smithgr213,1
Teachrobin,0
MrWidmaier,4
Perdoxfuturejp,0
TchrEmilieHill,0
smartiepies,0
LaLady1221,1
